注意事项,#genre#
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
庆余年电视剧,http://159.75.85.63:35455/huya/11352960
庆余年电视剧,http://cfss.cc/cdn/hy/11352960.m3u8
琅琊榜电视剧,http://zby.xjqxz.top/lyb/live.m3u8
83射雕英雄传,http://cfss.cc/cdn/yy/1354210357.m3u8
95神雕侠侣粤,http://cfss.cc/cdn/yy/1354926637.m3u8
96笑傲江湖版,http://cfss.cc/cdn/yy/1354930909.m3u8
87经典红楼梦,http://cfss.cc/cdn/yy/1382745084.m3u8
新白娘子轮播,http://cfss.cc/cdn/yy/1354930969.m3u8
仙剑奇侠传剧,http://cfss.cc/cdn/yy/1382749903.m3u8
花千骨电视剧,http://cfss.cc/cdn/yy/1354943110.m3u8
少年歌行剧集,http://cfss.cc/cdn/yy/1450556636.m3u8
鹊刀门传奇剧,http://cfss.cc/cdn/yy/1355344777.m3u8
三生三世轮播,http://zby.xjqxz.top/sssszss/live.m3u8
甄嬛传电视剧,http://zby.xjqxz.top/live8/live.m3u8
甄嬛传电视剧,http://159.75.85.63:35455/huya/30145009
甄嬛传电视剧,http://cfss.cc/cdn/hy/30145009.m3u8
芈月传电视剧,http://159.75.85.63:35455/huya/11352975
芈月传电视剧,http://cfss.cc/cdn/hy/11352975.m3u8
延禧攻略轮播,http://159.75.85.63:35455/huya/26355864
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
卿卿日常轮播,http://zby.xjqxz.top/qqrc/live.m3u8
知否知否轮播,http://zby.xjqxz.top/zfzf/live.m3u8
与凤行电视剧,http://159.75.85.63:35455/huya/26355866
与凤行电视剧,http://cfss.cc/cdn/hy/26355866.m3u8
开端电视轮播,http://159.75.85.63:35455/huya/11342397
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
我的体育老师,http://cfss.cc/cdn/yy/1382745169.m3u8
如果岁月轮播,http://cfss.cc/cdn/yy/1382736883.m3u8
流金岁月轮播,http://cfss.cc/cdn/yy/1382749906.m3u8
向风而行轮播,http://zby.xjqxz.top/xfex/live.m3u8
欢乐颂电视剧,http://cfss.cc/cdn/dyu/3756989.m3u8
好先生电视剧,http://cfss.cc/cdn/dyu/9650792.m3u8
我的前半生剧,http://cfss.cc/cdn/yy/1382735564.m3u8
伪装者电视剧,http://cfss.cc/cdn/yy/1354936244.m3u8
警察荣誉轮播,http://zby.xjqxz.top/live16/live.m3u8
雪豹电视轮播,http://159.75.85.63:35455/huya/29580970
雪豹电视轮播,http://cfss.cc/cdn/hy/29580970.m3u8
火蓝刀锋轮播,http://cfss.cc/cdn/yy/1382737892.m3u8
二炮手电视剧,http://cfss.cc/cdn/yy/1354930964.m3u8
炮神电视轮播,http://cfss.cc/cdn/yy/22089862.m3u8
风筝电视轮播,http://cfss.cc/cdn/yy/1354931585.m3u8
武林外传轮播,http://cfss.cc/cdn/yy/1355652820.m3u8
科幻Fans轮播,http://cfss.cc/cdn/dyu/3508304.m3u8
科幻解说轮播,http://cfss.cc/cdn/dyu/9338839.m3u8
科幻梦工场播,http://159.75.85.63:35455/huya/15152155
科幻梦工场播,http://cfss.cc/cdn/hy/15152155.m3u8
笑声传奇轮播,http://cfss.cc/cdn/yy/1382736880.m3u8
笑傲帮集轮播,http://cfss.cc/cdn/yy/1382735555.m3u8
笑傲江湖一季,http://cfss.cc/cdn/yy/1382749896.m3u8
笑傲江湖二季,http://cfss.cc/cdn/yy/1382736914.m3u8
欢乐集结号播,http://cfss.cc/cdn/yy/1354931582.m3u8
欢乐集结号三,http://cfss.cc/cdn/yy/1382736822.m3u8
欢乐集结号四,http://cfss.cc/cdn/yy/1382736889.m3u8
脱口秀大会肆,http://159.75.85.63:35455/huya/30080243
脱口秀大会肆,http://cfss.cc/cdn/hy/30080243.m3u8
脱口秀大会伍,http://159.75.85.63:35455/huya/11352875
脱口秀大会伍,http://cfss.cc/cdn/hy/11352875.m3u8
吐槽大会京都,http://cfss.cc/cdn/yy/1354936210.m3u8
吐槽大会海天,http://cfss.cc/cdn/yy/1354932379.m3u8
吐槽大会二季,http://cfss.cc/cdn/yy/1354936145.m3u8
吐槽大会五季,http://cfss.cc/cdn/yy/1354889009.m3u8
娱乐扒叔轮播,http://cfss.cc/cdn/dyu/9624581.m3u8
粤语剧集轮播,http://cfss.cc/cdn/dyu/10338873.m3u8
粤语港剧轮播,http://cfss.cc/cdn/dyu/9019945.m3u8
粤语综艺轮播,http://cfss.cc/cdn/dyu/7919720.m3u8
粤语星爷电影,http://159.75.85.63:35455/huya/11336587
粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
粤语极清电影,https://pullhw.zhaoyangyang.cn/live/8735196.flv?authinfo=Ex%2FJgjDavpno6d2k%2BMELt%2B0PmZASj0mp7LVP7mvg0mA%3D.4d6f4f4d6157564c4e3574654d5a5747
粤语版电影一,http://cfss.cc/cdn/dyu/5033502.m3u8
粤语版电影二,http://cfss.cc/cdn/dyu/6566671.m3u8
粤语版电影三,http://cfss.cc/cdn/dyu/1226741.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/10241.m3u8?key=txiptv&playlive=1&authid=0
星空卫视频道,http://wouu.net:9977/udp/239.93.0.156:2193
动作电影频道,http://113.15.186.162:8181/tsfile/live/10191.m3u8
家庭影院频道,http://113.15.186.162:8181/tsfile/live/10181.m3u8
影迷电影频道,http://113.15.186.162:8181/tsfile/live/10201.m3u8
动作电影频道,http://cg0.hunancatv.cn:9090/live/CHCDZDY8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
家庭影院频道,http://cg11.hunancatv.cn:9090/live/CHCJTYY8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
影迷电影频道,http://cg14.hunancatv.cn:9090/live/CHCGQ8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
重温经典频道,http://ali.hlspull.yximgs.com/live/aweicwjd.flv
重温经典频道,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
星光经典频视,https://ali.hlspull.yximgs.com/live/1355046088.flv
星光综合频视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星光影迷频视,https://ali.hlspull.yximgs.com/live/11077536.flv
经典电影频视,http://ali.hlspull.yximgs.com/live/asdfg978707232.flv
经典乡村频视,http://ali.hlspull.yximgs.com/live/asdfg863678266.flv
经典港剧频视,http://cfss.cc/cdn/dyu/9548850.m3u8
经典武侠频视,http://cfss.cc/cdn/dyu/338759.m3u8
邵氏影院频视,http://cfss.cc/cdn/dyu/4246519.m3u8
檬檬功夫频视,http://cfss.cc/cdn/dyu/9838414.m3u8
经典频道频视,http://ali.hlspull.yximgs.com/live/asdfg6699388.flv
经典功夫频视,http://ali.hlspull.yximgs.com/live/asdfg99338.flv
经典都市频视,http://ali.hlspull.yximgs.com/live/asdfg32619.flv 
经典综艺频视,http://ali.hlspull.yximgs.com/live/asdfg171759930.flv
经典少儿频视,http://ali.hlspull.yximgs.com/live/asdfg315962975.flv
经典港片频视,http://ali.hlspull.yximgs.com/live/asdfg6899366.flv
熊猫功夫频视,http://data.3g.yy.com/live/hls/1507716299/1507716299
大湾区音乐会,https://vod2-nflive.southcn.com/6c9b613dvodcq1500007626/690b5f141397757893540164754/playlisteof.m3u8
央卫频道,#genre#
CCTV-01咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv1
CCTV-02咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv2
CCTV-03咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv3
CCTV-04咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv4
CCTV-05咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5
CCTV-5+咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5p
CCTV-06咪咕,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV-06咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv6
CCTV-07咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv7
CCTV-08咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv8
CCTV-09咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv9
CCTV-10咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv10
CCTV-11咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv11
CCTV-12咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv12
CCTV-13咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv13
CCTV-14咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv14
CCTV-15咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv15
CCTV-17咪咕,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv17
CCTV-01频道,http://ha.xushining.com:50000/udp/225.1.1.120:5002
CCTV-02频道,http://ha.xushining.com:50000/udp/225.1.1.133:5002
CCTV-03频道,http://ha.xushining.com:50000/udp/225.1.1.158:5002
CCTV-04频道,http://ha.xushining.com:50000/udp/225.1.1.150:5002
CCTV-05频道,http://ha.xushining.com:50000/udp/225.1.1.160:5002
CCTV-5+频道,http://ha.xushining.com:50000/udp/225.1.1.121:5002
CCTV-06频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV-07频道,http://ha.xushining.com:50000/udp/225.1.1.138:5002
CCTV-08频道,http://ha.xushining.com:50000/udp/225.1.1.196:5002
CCTV-09频道,http://ha.xushining.com:50000/udp/225.1.1.119:5002
CCTV-10频道,http://ha.xushining.com:50000/udp/225.1.1.140:5002
CCTV-11频道,http://ha.xushining.com:50000/udp/225.1.2.192:5002
CCTV-12频道,http://ha.xushining.com:50000/udp/225.1.1.142:5002
CCTV-13频道,http://ha.xushining.com:50000/udp/225.1.2.193:5002
CCTV-14频道,http://ha.xushining.com:50000/udp/225.1.1.144:5002
CCTV-15频道,http://ha.xushining.com:50000/udp/225.1.2.194:5002
CCTV-16频道,http://ha.xushining.com:50000/udp/225.1.2.237:5002
CCTV-17频道,http://ha.xushining.com:50000/udp/225.1.2.52:5002
CCTV4欧洲台,http://www.erbao1981.top:8188/udp/239.76.253.95:9000
CCTV4美洲台,http://www.erbao1981.top:8188/udp/239.76.253.96:9000
CGTN英语台,http://ha.xushining.com:50000/udp/225.1.1.27:5002
CGTN纪录台,http://ha.xushining.com:50000/udp/225.1.1.55:5002
CGTN西语台,http://www.erbao1981.top:8188/udp/239.76.253.88:9000
CGTN法语台,http://www.erbao1981.top:8188/udp/239.76.253.87:9000
CGTN阿语台,http://www.erbao1981.top:8188/udp/239.76.253.97:9000
CGTN俄语台,http://www.erbao1981.top:8188/udp/239.76.253.86:9000
凤凰中文频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频国,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰电影频道,http://117.114.153.18:8180/TV00000000000000000072@HHZT
世界地理频道,http://ha.xushining.com:50000/udp/225.1.2.171:5002
兵器科技频道,http://ha.xushining.com:50000/udp/225.1.2.166:5002
第一剧场频道,http://ha.xushining.com:50000/udp/225.1.2.175:5002
怀旧剧场频道,http://ha.xushining.com:50000/udp/225.1.2.173:5002
风云剧场频道,http://ha.xushining.com:50000/udp/225.1.2.174:5002
风云音乐频道,http://ha.xushining.com:50000/udp/225.1.2.176:5002
风云足球频道,http://ha.xushining.com:50000/udp/225.1.2.168:5002
女性时尚频道,http://ha.xushining.com:50000/udp/225.1.2.172:5002
文化精品频道,http://ha.xushining.com:50000/udp/225.1.2.177:5002
高尔网球频道,http://ha.xushining.com:50000/udp/225.1.2.169:5002
央视台球频道,http://ha.xushining.com:50000/udp/225.1.2.170:5002
电视指南频道,http://ha.xushining.com:50000/udp/225.1.2.167:5002
早期教育频道,http://ha.xushining.com:50000/udp/225.1.2.207:5002
中国教育频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202
中国教壹频道,http://www.erbao1981.top:8188/udp/239.76.252.192:9000
中国教贰频道,http://www.erbao1981.top:8188/udp/239.76.252.253:9000
中国天气频备,http://www.erbao1981.top:8188/udp/239.76.253.61:9000
中国书画频道,http://www.erbao1981.top:8188/udp/239.76.253.77:9000
中国交通频备,http://www.erbao1981.top:8188/udp/239.76.254.100:9000
Ymg未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
CETV1台频道,http://117.161.12.124/live/program/live/zgjy1t8m/8000000/mnf.m3u8
CETV4台频道,http://117.161.12.124/live/program/live/zgjy4hd8m/8000000/mnf.m3u8
五星体育频道,http://117.161.12.124/live/program/live/wxtyhd8m/8000000/mnf.m3u8
劲爆体育频道,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972
新视觉hd频道,http://120.76.248.139/live/bfgd/4200000249.m3u8
魅力足球频道,http://ha.xushining.com:50000/udp/225.1.1.137:5002
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
动作电影频道,http://ha.xushining.com:50000/udp/225.1.1.215:5002
家庭影院频道,http://ha.xushining.com:50000/udp/225.1.1.213:5002
影迷电影频道,http://ha.xushining.com:50000/udp/225.1.1.214:5002
北京卫视频道,http://ha.xushining.com:50000/udp/225.1.1.113:5002
东方卫视频道,http://ha.xushining.com:50000/udp/225.1.2.31:5002
浙江卫视频道,http://ha.xushining.com:50000/udp/225.1.1.112:5002
江苏卫视频道,http://ha.xushining.com:50000/udp/225.1.1.126:5002
湖南卫视频道,http://ha.xushining.com:50000/udp/225.1.1.114:5002
广东卫视频道,http://ha.xushining.com:50000/udp/225.1.1.116:5002
深圳卫视频道,http://ha.xushining.com:50000/udp/225.1.1.117:5002
天津卫视频道,http://ha.xushining.com:50000/udp/225.1.1.111:5002
安徽卫视频道,http://ha.xushining.com:50000/udp/225.1.1.127:5002
山东卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.195:9000
东南卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.190:9000
陕西卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.76:9000
辽宁卫视频道,http://ha.xushining.com:50000/udp/225.1.1.154:5002
河北卫视频道,http://ha.xushining.com:50000/udp/225.1.2.27:5002
河南卫视频道,http://ha.xushining.com:50000/udp/225.1.2.61:5002
海南卫视频道,http://ha.xushining.com:50000/udp/225.1.2.82:5002
江西卫视频道,http://ha.xushining.com:50000/udp/225.1.2.29:5002
湖北卫视频道,http://ha.xushining.com:50000/udp/225.1.1.147:5002
广西卫视频道,http://ha.xushining.com:50000/udp/225.1.2.81:5002
四川卫视频道,http://ha.xushining.com:50000/udp/225.1.1.123:5002
云南卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.60:9000
贵州卫视频道,http://ha.xushining.com:50000/udp/225.1.2.28:5002
重庆卫视频道,http://ha.xushining.com:50000/udp/225.1.1.155:5002
青海卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.132:9000
甘肃卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.94:9000
吉林卫视频道,http://ha.xushining.com:50000/udp/225.1.2.26:5002
兵团卫视频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
黑龙江视频道,http://ha.xushining.com:50000/udp/225.1.1.115:5002
CCTV-01频道,http://www.erbao1981.top:8188/udp/239.76.253.151:9000
CCTV-02频道,http://www.erbao1981.top:8188/udp/239.76.253.152:9000
CCTV-03频道,http://www.erbao1981.top:8188/udp/239.76.253.153:9000
CCTV-04频道,http://www.erbao1981.top:8188/udp/239.76.253.154:9000
CCTV-05频道,http://www.erbao1981.top:8188/udp/239.76.253.155:9000
CCTV-5+频道,http://www.erbao1981.top:8188/udp/239.76.253.168:9000
CCTV-07频道,http://www.erbao1981.top:8188/udp/239.76.253.157:9000
CCTV-08频道,http://www.erbao1981.top:8188/udp/239.76.253.158:9000
CCTV-09频道,http://www.erbao1981.top:8188/udp/239.76.253.159:9000
CCTV-10频道,http://www.erbao1981.top:8188/udp/239.76.253.160:9000
CCTV-11频道,http://www.erbao1981.top:8188/udp/239.76.245.251:1234
CCTV-12频道,http://www.erbao1981.top:8188/udp/239.76.253.162:9000
CCTV-13频道,http://www.erbao1981.top:8188/udp/239.76.253.93:9000
CCTV-14频道,http://www.erbao1981.top:8188/udp/239.76.253.164:9000
CCTV-15频道,http://www.erbao1981.top:8188/udp/239.76.245.252:1234
CCTV-16频道,http://www.erbao1981.top:8188/udp/239.76.253.98:9000
CCTV-17频道,http://www.erbao1981.top:8188/udp/239.76.245.238:1234
CGTN英语台,http://www.erbao1981.top:8188/udp/239.76.252.66:9000
CGTN纪录台,http://www.erbao1981.top:8188/udp/239.76.252.67:9000
世界地理频道,http://www.erbao1981.top:8188/udp/239.76.254.57:9000
