🎦movie,#genre#
怒海红颜,http://115.29.208.41/tv189film.php?id=C44461588
泪洒台北,http://115.29.208.41/tv189film.php?id=C44461577
山林中头一个女人,http://115.29.208.41/tv189film.php?id=C44459287
末代皇帝（英文版）,http://115.29.208.41/tv189film.php?id=C44457237
末代皇帝,http://115.29.208.41/tv189film.php?id=C44456663
笨人王老大,http://115.29.208.41/tv189film.php?id=C44454629
梦醒时分,http://115.29.208.41/tv189film.php?id=C44454627
老婆万岁,http://115.29.208.41/tv189film.php?id=C44454624
燃情岁月,http://115.29.208.41/tv189film.php?id=C44454620
没问题先生,http://115.29.208.41/tv189film.php?id=C44454619
武士,http://115.29.208.41/tv189film.php?id=C44454616
霍元甲,http://115.29.208.41/tv189film.php?id=C44454563
巧奔妙逃,http://115.29.208.41/tv189film.php?id=C44454536
注定爱你,http://115.29.208.41/tv189film.php?id=C44454529
红尘,http://115.29.208.41/tv189film.php?id=C44454456
井冈山,http://115.29.208.41/tv189film.php?id=C44454453
迷人的乐队,http://115.29.208.41/tv189film.php?id=C44454449
孤儿泪,http://115.29.208.41/tv189film.php?id=C44454348
包氏父子,http://115.29.208.41/tv189film.php?id=C44454347
苗苗,http://115.29.208.41/tv189film.php?id=C44454341
命运喜欢恶作剧,http://115.29.208.41/tv189film.php?id=C44454340
离婚大战,http://115.29.208.41/tv189film.php?id=C44454338
金秋桂花迟,http://115.29.208.41/tv189film.php?id=C44454337
巫山云雨,http://115.29.208.41/tv189film.php?id=C44454336
一盘没有下完的棋,http://115.29.208.41/tv189film.php?id=C44454157
许茂和他的女儿们,http://115.29.208.41/tv189film.php?id=C44454155
伤逝,http://115.29.208.41/tv189film.php?id=C44454153
知音,http://115.29.208.41/tv189film.php?id=C44454152
失信的村庄,http://115.29.208.41/tv189film.php?id=C44454147
世界上最疼我的那个人去了,http://115.29.208.41/tv189film.php?id=C44454146
张思德,http://115.29.208.41/tv189film.php?id=C44454145
天堂回信,http://115.29.208.41/tv189film.php?id=C44454144
神秘的大佛,http://115.29.208.41/tv189film.php?id=C44454073
夕照街,http://115.29.208.41/tv189film.php?id=C44454072
茶馆,http://115.29.208.41/tv189film.php?id=C44454070
七品芝麻官,http://115.29.208.41/tv189film.php?id=C44454068
潜网,http://115.29.208.41/tv189film.php?id=C44454067
边城,http://115.29.208.41/tv189film.php?id=C44454066
十七岁的单车,http://115.29.208.41/tv189film.php?id=C44454065
筹款风波,http://115.29.208.41/tv189film.php?id=C44451728
克洛多娃,http://115.29.208.41/tv189film.php?id=C44451715
家庭,http://115.29.208.41/tv189film.php?id=C44451711
倒霉羊,http://115.29.208.41/tv189film.php?id=C44451131
加布里埃尔与群山,http://115.29.208.41/tv189film.php?id=C44450913
堤坝,http://115.29.208.41/tv189film.php?id=C44450882
脆弱地带,http://115.29.208.41/tv189film.php?id=C44450881
击打不倒翁沙袋,http://115.29.208.41/tv189film.php?id=C44450877
原子伊甸园,http://115.29.208.41/tv189film.php?id=C44450839
风烛之年,http://115.29.208.41/tv189film.php?id=C44450838
塔杜萨克女孩,http://115.29.208.41/tv189film.php?id=C44450837
水牛男孩,http://115.29.208.41/tv189film.php?id=C44450836
肥皂泡/我的归属之地,http://115.29.208.41/tv189film.php?id=C44450803
狗/群狗,http://115.29.208.41/tv189film.php?id=C44450287
吉普赛少年/罗马男孩,http://115.29.208.41/tv189film.php?id=C44450280
西游记IV之万法归宗预告片,http://115.29.208.41/tv189film.php?id=C44445918
小鹿斑比,http://115.29.208.41/tv189film.php?id=C44444970
巴比龙,http://115.29.208.41/tv189film.php?id=C44444796
爱丽丝梦游仙境,http://115.29.208.41/tv189film.php?id=C44443116
电话亭,http://115.29.208.41/tv189film.php?id=C44443115
西部世界,http://115.29.208.41/tv189film.php?id=C44443023
寅次郎的故事8：寅次郎恋歌（普通话）,http://115.29.208.41/tv189film.php?id=C44443004
罗马风情画,http://115.29.208.41/tv189film.php?id=C44443003
寅次郎的故事8：寅次郎恋歌（日语）,http://115.29.208.41/tv189film.php?id=C44443002
英宫恨,http://115.29.208.41/tv189film.php?id=C44442988
龙争虎斗,http://115.29.208.41/tv189film.php?id=C44442977
唐人街,http://115.29.208.41/tv189film.php?id=C44442974
魂断威尼斯,http://115.29.208.41/tv189film.php?id=C44441117
那年青春正年少,http://115.29.208.41/tv189film.php?id=C44439694
世界上最好的工作,http://115.29.208.41/tv189film.php?id=C44439692
凯撒与克利奥帕特拉,http://115.29.208.41/tv189film.php?id=C44438815
春风不化雨,http://115.29.208.41/tv189film.php?id=C44436990
阿尔法城,http://115.29.208.41/tv189film.php?id=C44436473
木乃伊,http://115.29.208.41/tv189film.php?id=C44436083
十二金刚,http://115.29.208.41/tv189film.php?id=C44435689
小丑,http://115.29.208.41/tv189film.php?id=C44435687
电车狂,http://115.29.208.41/tv189film.php?id=C44435686
呼啸山庄,http://115.29.208.41/tv189film.php?id=C44435681
铁扇公主,http://115.29.208.41/tv189film.php?id=C44435680
仙人掌花,http://115.29.208.41/tv189film.php?id=C44435679
逍遥骑士,http://115.29.208.41/tv189film.php?id=C44435678
汉尼拔战争,http://115.29.208.41/tv189film.php?id=C44435267
擒凶记,http://115.29.208.41/tv189film.php?id=C44435222
飞瀑欲潮,http://115.29.208.41/tv189film.php?id=C44435194
乡下姑娘,http://115.29.208.41/tv189film.php?id=C44434467
圣女之歌,http://115.29.208.41/tv189film.php?id=C44434450
战地钟声,http://115.29.208.41/tv189film.php?id=C44432614
鬼火 ,http://115.29.208.41/tv189film.php?id=C44432606
画皮,http://115.29.208.41/tv189film.php?id=C44432597
怒海孤舟,http://115.29.208.41/tv189film.php?id=C44432596
老人与海,http://115.29.208.41/tv189film.php?id=C44432556
斯巴达克斯,http://115.29.208.41/tv189film.php?id=C44432443
为了六十一个阶级兄弟,http://115.29.208.41/tv189film.php?id=C44432438
忏情记,http://115.29.208.41/tv189film.php?id=C44432392
红衫泪痕,http://115.29.208.41/tv189film.php?id=C44432369
歌声俪影,http://115.29.208.41/tv189film.php?id=C44432368
决斗犹马镇,http://115.29.208.41/tv189film.php?id=C44432367
漩涡之外,http://115.29.208.41/tv189film.php?id=C44432365
圣袍,http://115.29.208.41/tv189film.php?id=C44432239
火车怪客,http://115.29.208.41/tv189film.php?id=C44432237
热情如火,http://115.29.208.41/tv189film.php?id=C44432236
广岛之恋,http://115.29.208.41/tv189film.php?id=C44432235
午夜钟声,http://115.29.208.41/tv189film.php?id=C44432002
双虎屠龙,http://115.29.208.41/tv189film.php?id=C44431872
圣女贞德的审判,http://115.29.208.41/tv189film.php?id=C44431825
红河,http://115.29.208.41/tv189film.php?id=C44431811
科学怪人,http://115.29.208.41/tv189film.php?id=C44431431
卓别林短片精选,http://115.29.208.41/tv189film.php?id=C44431430
洛丽塔,http://115.29.208.41/tv189film.php?id=C44431429
基督山伯爵（普通话）,http://115.29.208.41/tv189film.php?id=C44431409
阿尔卡特兹的养鸟人,http://115.29.208.41/tv189film.php?id=C44431381
纽伦堡大审判,http://115.29.208.41/tv189film.php?id=C44431380
甲午风云,http://115.29.208.41/tv189film.php?id=C44431377
仆人,http://115.29.208.41/tv189film.php?id=C44431376
茶花女,http://115.29.208.41/tv189film.php?id=C44431374
纳瓦隆大炮,http://115.29.208.41/tv189film.php?id=C44431364
燎原,http://115.29.208.41/tv189film.php?id=C44431363
捉贼记,http://115.29.208.41/tv189film.php?id=C44431359
金玉盟,http://115.29.208.41/tv189film.php?id=C44431358
小蝌蚪找妈妈,http://115.29.208.41/tv189film.php?id=C44431330
昨日、今日、明日,http://115.29.208.41/tv189film.php?id=C44431325
小兵张嘎,http://115.29.208.41/tv189film.php?id=C44431004
瑟堡的雨伞,http://115.29.208.41/tv189film.php?id=C44431001
西线无战事,http://115.29.208.41/tv189film.php?id=C44430979
万王之王,http://115.29.208.41/tv189film.php?id=C44430976
爱情无色无味,http://115.29.208.41/tv189film.php?id=C44430681
巴拉巴,http://115.29.208.41/tv189film.php?id=C44430670
汤姆叔叔的小屋（普通话）,http://115.29.208.41/tv189film.php?id=C44430669
我和僵尸一起走,http://115.29.208.41/tv189film.php?id=C44430663
王中王,http://115.29.208.41/tv189film.php?id=C44430662
再造战士,http://115.29.208.41/tv189film.php?id=C44430304
传奇,http://115.29.208.41/tv189film.php?id=C44430303
大逃亡,http://115.29.208.41/tv189film.php?id=C44430275
好东西,http://115.29.208.41/tv189film.php?id=C44430009
战争与和平1：安德烈·博尔孔斯基,http://115.29.208.41/tv189film.php?id=C44426514
教父2（普通话）,http://115.29.208.41/tv189film.php?id=C44425687
飞越疯人院,http://115.29.208.41/tv189film.php?id=C44425445
百万美人鱼,http://115.29.208.41/tv189film.php?id=C44425444
真假公主,http://115.29.208.41/tv189film.php?id=C44425398
毕加索的秘密,http://115.29.208.41/tv189film.php?id=C44425395
贵妃醉酒,http://115.29.208.41/tv189film.php?id=C44425394
沉默的世界,http://115.29.208.41/tv189film.php?id=C44425392
梵高传,http://115.29.208.41/tv189film.php?id=C44425386
鲁宾逊漂流记,http://115.29.208.41/tv189film.php?id=C44425369
歌舞大王齐格飞,http://115.29.208.41/tv189film.php?id=C44425357
小妇人,http://115.29.208.41/tv189film.php?id=C44425316
百老汇旋律,http://115.29.208.41/tv189film.php?id=C44425312
北方的纳努克,http://115.29.208.41/tv189film.php?id=C44425310
杨贵妃,http://115.29.208.41/tv189film.php?id=C44425301
轮回日2,http://115.29.208.41/tv189film.php?id=C44424663
遇见最美校花,http://115.29.208.41/tv189film.php?id=C44424661
轮回日,http://115.29.208.41/tv189film.php?id=C44424399
淘金记,http://115.29.208.41/tv189film.php?id=C44423683
刺马,http://115.29.208.41/tv189film.php?id=C44410406
海神号遇险记,http://115.29.208.41/tv189film.php?id=C44409913
浪荡儿,http://115.29.208.41/tv189film.php?id=C44407279
日落黄沙,http://115.29.208.41/tv189film.php?id=C44407274
七天七夜,http://115.29.208.41/tv189film.php?id=C44407042
倩女幽魂（1960）,http://115.29.208.41/tv189film.php?id=C44404982
午后的迷惘,http://115.29.208.41/tv189film.php?id=C44400432
骗中骗,http://115.29.208.41/tv189film.php?id=C44395646
秋天的童话,http://115.29.208.41/tv189film.php?id=C44370055
《西游记之初来乍到》预告片,http://115.29.208.41/tv189film.php?id=C44365533
天国与地狱,http://115.29.208.41/tv189film.php?id=C44361565
水中刀,http://115.29.208.41/tv189film.php?id=C44361194
淑女伊芙,http://115.29.208.41/tv189film.php?id=C44361189
玉女风流,http://115.29.208.41/tv189film.php?id=C44361188
夺命剑,http://115.29.208.41/tv189film.php?id=C44361029
晚春,http://115.29.208.41/tv189film.php?id=C44360014
鸭羹,http://115.29.208.41/tv189film.php?id=C44359930
电气化屋子,http://115.29.208.41/tv189film.php?id=C44359591
费城故事,http://115.29.208.41/tv189film.php?id=C44359590
怪尸案,http://115.29.208.41/tv189film.php?id=C44359589
飞向太空,http://115.29.208.41/tv189film.php?id=C44359588
人间的条件第一第二部,http://115.29.208.41/tv189film.php?id=C44359587
人间的条件第五第六部,http://115.29.208.41/tv189film.php?id=C44359586
人间的条件第三第四部,http://115.29.208.41/tv189film.php?id=C44359585
浮草,http://115.29.208.41/tv189film.php?id=C44359476
雏菊,http://115.29.208.41/tv189film.php?id=C44359466
我是古巴,http://115.29.208.41/tv189film.php?id=C44359374
我的童年,http://115.29.208.41/tv189film.php?id=C44359373
影子部队,http://115.29.208.41/tv189film.php?id=C44359372
压路机与小提琴,http://115.29.208.41/tv189film.php?id=C44359299
我的舅舅,http://115.29.208.41/tv189film.php?id=C44359212
一个国家的诞生,http://115.29.208.41/tv189film.php?id=C44358928
育婴奇谭,http://115.29.208.41/tv189film.php?id=C44358590
安德烈·卢布廖夫,http://115.29.208.41/tv189film.php?id=C44358589
犹在镜中,http://115.29.208.41/tv189film.php?id=C44358473
最卑贱的人,http://115.29.208.41/tv189film.php?id=C44358464
原野奇侠,http://115.29.208.41/tv189film.php?id=C44358404
月球旅行记,http://115.29.208.41/tv189film.php?id=C44358402
春风秋雨,http://115.29.208.41/tv189film.php?id=C44358398
大地之歌,http://115.29.208.41/tv189film.php?id=C44358367
赤胆屠龙,http://115.29.208.41/tv189film.php?id=C44358291
党同伐异,http://115.29.208.41/tv189film.php?id=C44358288
持摄影机的人,http://115.29.208.41/tv189film.php?id=C44358275
奇遇,http://115.29.208.41/tv189film.php?id=C44358274
上海风光,http://115.29.208.41/tv189film.php?id=C44358272
蜂巢幽灵,http://115.29.208.41/tv189film.php?id=C44358264
阿玛柯德,http://115.29.208.41/tv189film.php?id=C44358263
扒手,http://115.29.208.41/tv189film.php?id=C44358262
阿尔及尔之战,http://115.29.208.41/tv189film.php?id=C44358261
彼岸花,http://115.29.208.41/tv189film.php?id=C44358259
福尔摩斯二世,http://115.29.208.41/tv189film.php?id=C44358138
拿破仑在奥斯特里茨,http://115.29.208.41/tv189film.php?id=C44358128
决窍，如何得到,http://115.29.208.41/tv189film.php?id=C44358125
日以作夜,http://115.29.208.41/tv189film.php?id=C44357908
罗密欧与朱丽叶,http://115.29.208.41/tv189film.php?id=C44357786
拿破仑在奥斯特里茨（普通话）,http://115.29.208.41/tv189film.php?id=C44357775
拿破仑,http://115.29.208.41/tv189film.php?id=C44357774
猜猜谁来吃晚餐,http://115.29.208.41/tv189film.php?id=C44357773
偷龙转凤（普通话）,http://115.29.208.41/tv189film.php?id=C44357770
怪谈,http://115.29.208.41/tv189film.php?id=C44357681
石榴的颜色,http://115.29.208.41/tv189film.php?id=C44357413
伊万的童年,http://115.29.208.41/tv189film.php?id=C44357404
敬老院的故事,http://115.29.208.41/tv189film.php?id=C44357167
真爱满行囊,http://115.29.208.41/tv189film.php?id=C44357119
不是我，我发誓！,http://115.29.208.41/tv189film.php?id=C44356869
伤害的青春,http://115.29.208.41/tv189film.php?id=C44356859
一叶小舟,http://115.29.208.41/tv189film.php?id=C44356761
元帅之死,http://115.29.208.41/tv189film.php?id=C44356758
升官记,http://115.29.208.41/tv189film.php?id=C44356756
生死时刻,http://115.29.208.41/tv189film.php?id=C44356250
呼我,http://115.29.208.41/tv189film.php?id=C44356168
侠骨风流,http://115.29.208.41/tv189film.php?id=C44356160
我心依旧,http://115.29.208.41/tv189film.php?id=C44355899
山神,http://115.29.208.41/tv189film.php?id=C44355376
